,user_count,user_id,user_star,user_useful
10128,4,Ukl_v8kvaEgGy5yDROXuUQ,4.75,6
10129,2,6ebr5nvlNqKY_71Fba_1Qg,1.0,1
10130,8,mm6ya2gUyLZziyjF5MTTTA,2.25,16
10131,1,NQCsyY_ePTi-QnwpcMq3Mw,1.0,0
10132,60,KICFDhBX25ruK_iW6gLgTA,3.63,122
10133,149,IZXAVCOmNLZj9EMjJ6yBbw,3.73,1069
10134,12,j3yK_DhDhrGcwPz3wiig4g,3.58,8
10135,7,_30zceRU7DUptt-R4De4vg,3.14,7
10136,2,ti4slWLDzxWkO90SXnbYHg,3.0,6
10137,8,Ec4bUR0GF8wGVxnJkwV31A,4.38,12
10138,55,bcwr1bFov3PSa1FiGfpc9g,3.71,31
10139,3,B8XnHZxbMD01KOo0mnz9wg,4.67,6
10140,1,uP_gXCDGPZWgnPOBAUylWg,1.0,6
10141,8,M1gwMnHJc_hm5u867BFqdQ,3.83,8
10142,14,E7wKWJuTJ-KgKIuNkqAlPw,4.0,8
10143,76,sP0FGTufVRj_Pazo41RJOA,3.88,41
10144,15,xIqeIUYNY2YhuzeOKKqD_w,4.4,18
10145,1,ncYUtzXex9v30Hn3QNAfVA,1.0,0
10146,4,s2PpELgBrqasMYvgiMs1NQ,5.0,2
10147,1,pLEbNIwZ6hDz2JaUpzr6SQ,4.0,0
10148,185,NcWLWlfPgd0oRCMscO19nA,3.89,65
10149,11,sKEiWnJ5_LFQ9bijQ1nOyg,3.78,4
10150,1,X-j5Mv95ZmHAgE8_9Oc2EA,5.0,0
10151,1,J1bPVUfCdepzPsi5pSEBmg,5.0,2
10152,44,fmI5igqIj7ShSj5d4Shsig,3.7,42
10153,35,vNxL6_X3VoikjvP8ZCORAw,2.97,39
10154,1,z3w5NYv-wWOHbODfyZJGKg,4.0,0
10155,12,HNrAIBVWp78NEFlShm15jA,3.42,17
10156,10,YEinCsnxjV1L7kNeD9IZiw,4.7,13
10157,1,ziQfeeC3ARICydbdv_YTnQ,2.0,1
10158,71,4JapGtmN58pZYo1ClbV8qw,3.82,81
10159,3,XXlk-xtT0rOiqZB61HLsiA,2.0,5
10160,13,27ieBXHQocroAXIBHDGKNA,4.31,21
10161,47,VQOamHfBUIfG4YyThg_kig,3.0,90
10162,21,8wvbovLW0Ip3UaY8QqZbLA,3.38,29
10163,1,-ehQ1_AnMxqf4IM0wJltrg,5.0,3
10164,11,_ki8TQWep4CJTfF4kzyMtw,4.18,18
10165,12,yhgWeNHwQJ32qUYCUJiwHg,3.83,4
10166,2,6eK3P39e4gDIVKna0vq2Gw,4.5,2
10167,2,5-i1Ik5YrEkprCxZMhlFrQ,5.0,9
10168,1,OGft0wrd0hQxRavfrpp12A,5.0,1
10169,3,_dvBaJ7XAb6UE3R4S24P4w,3.67,0
10170,1,cBOWp4BzYcGlkRUqkDnZIw,4.0,0
10171,7,u-NnWVlP_YCnlOCSce5IPg,3.43,24
10172,325,kkCKdyMaZRKRw2X_4oab_g,3.78,3343
10173,3,BqEjQnnUcNnyU4W-zJlfbA,5.0,2
10174,2,a6RdPFIw670HqKyAQi6flg,2.5,3
10175,7,_xgHmVtCsGvBU3sX7-vfeQ,2.86,4
10176,2,HhkijFGQV1ft0WWL7mzIqQ,5.0,1
10177,197,wXi5ifPr1hsCeNZMiwwJcQ,3.6,735
10178,4,MojET8yQhNTyovnq_8w06g,3.33,4
10179,1,7o-XVjbEpkfI0beKvvH9HQ,5.0,1
10180,8,KFTliDVTQSKO4t5mBAGNJQ,3.62,8
10181,1,I8sgqlVAxuxhX3l75T7VGA,2.0,2
10182,8,t16xQ_mdvxquwuaeq0FKiA,4.12,1
10183,8,tDMKel4O4alppRET5PCBTg,3.62,12
10184,8,tmGQS3JDslWAgusyARvLcg,4.29,15
10185,4,nTpprsKsqK4pE9dgwdJodg,4.25,2
10186,19,hdARWhh0Jar1Ht-5jQ4OHw,3.84,44
10187,7,UQKqW-_3wvNjcwp0rlgOrw,3.71,15
10188,308,mJ8ph-b89W32BL8g1ZIIdQ,3.85,2599
10189,26,jfmoe97fJDWegNJ589ZjeQ,3.81,32
10190,3,yPD7ZWW91jjldLMy_s7qzQ,3.0,5
10191,9,YjvsTc1ozXk2Eb7AwBCAtw,3.38,10
10192,1,-vUBN_6FO4-AIK0bsyfJyg,5.0,0
10193,3,gq4gHPdEgVphABBLgBOS3Q,4.0,1
10194,5,3iyA4pvnDM0b3NDOtHDGVQ,5.0,15
10195,3,pBJ7KjMPWEYKbez9f-mCMg,5.0,4
10196,10,vRff9ssiz1EsqrEPjWwT0w,4.3,19
10197,11,ykYLMFPvHqvGRHC3UfNJng,4.0,11
10198,5,DGTk-GzToyQhtzxgCkIz6A,3.0,2
10199,3,HI8rzP5dFKQMmZC6j1PjSg,5.0,3
10200,1,nKH09II9wtzYFleHKlgPzA,4.0,1
10201,11,reeuZ_MMPTSsQgMKx6Z82g,2.8,14
10202,650,TL46g36OKxmgSDYRFJdPRg,3.74,1809
10203,1,gokqGX3XQzoKuQjjFLuuuA,1.0,1
10204,10,PPfxiZJU5qvRax-nInEPmQ,3.5,12
10205,6,VccH0vPIn0ZgkseoRm5r5A,4.17,1
10206,4,pjoghjb0ZcuDWHvz02dSVA,4.25,1
10207,8,IgJ37p4-5P7mZ9Lx5PO2-Q,3.25,0
10208,3,kVlL5XPVA8-QVGQXtvcThw,4.67,0
10209,57,E2oFMuZK4-0hZzAMi0PdRg,3.81,15
10210,5,SAp3Evy8huZziLiUaOxq0g,2.5,5
10211,243,x8Xx1-_hbjkuH8xXV-BrwA,3.66,361
10212,37,gHBS1sZU1wCrKEk-gHGR0w,3.59,25
10213,2,-ayFRlzMmPJuRR1KLN_r-A,4.5,3
10214,221,ZZDeEKHRMEjhEQgBpn0OWw,3.83,298
10215,50,3LBIRBV0s25CU09MfOQm-Q,3.66,39
10216,4,dFyXYe82OXOqxDEwXhqZiQ,3.75,4
10217,4,J6ak2UPmjxpt3RFR1NT2TA,3.75,3
10218,11,GTkZ-E3Fpu4YNGLeA3JJjQ,3.5,3
10219,5,DHtC6trs_FfGxfNN1rCyaA,4.2,3
10220,8,gy-VQRQAT_3dh2gOkTcdAg,3.75,5
10221,2,XrJpYQJ52diabzfSq012Mg,5.0,1
10222,15,EYH6fmKcfKIvCbUSEFYaag,3.62,20
10223,3,uvGgTfRzRaEYbEFIoEiF9g,3.0,5
10224,23,Igp3BPu-x7KBiqeMSg-SkQ,4.57,13
10225,1,Czumrvhas61y6JRNU9iSFw,1.0,0
10226,2,GSuh2QXnaZIWr4DgFldNvQ,3.0,3
10227,11,x8kjHOY8JVCAGWdXtu7btA,4.18,11
10228,2,IjbWD1UbyqBx-U2AZ_Ep-Q,2.5,2
10229,5,GYIZ5RG_M2aVjticD6iWTw,1.8,0
10230,62,wIi2J1UGRB2G_3vu5eNK3g,3.95,67
10231,34,IjdnUSoCiYUlGXYdYHx4gg,4.19,36
10232,1,ILqB-LaCBzKoJZDukBsaIg,4.0,1
10233,11,V6RZY5oDyukZDhziJrSQ8w,3.27,1
10234,5,ePGgMrQ7JmBSeDUPsqioEA,2.6,11
10235,179,q6SA5Ya5l2PGswjfuvaz_w,3.66,134
10236,9,fVJnUOJT9qvUJLU3iHUNvw,4.12,12
10237,242,Zwtx7FLZcK5F2P0-Tz8mHg,3.68,462
10238,21,7cMb8qKT78PnsVxItHxZ1g,3.67,45
10239,1,HPGkf8rbC3DCakI3jVuqRg,1.0,1
10240,26,18pYTselazO3XdaMzXoi4A,3.62,12
10241,247,eBwBjylS66qPcHs2_ajLag,3.55,853
10242,9,cMOnBVquDd_BV8dYI0NH6w,3.0,15
10243,26,78xMlqqtFZ-BfQf1NtRaDg,4.35,15
10244,5,ylMtjaqOql4VW9YEFhPsyg,3.6,4
10245,6,YpVj9ryV6kva9jqmWMj1UA,4.67,12
10246,9,1VmSTWWO6WJZimcuDifQEA,2.43,8
10247,9,HofXXBDXsT0_esY1-C7oHw,2.0,11
10248,1,0uq3ikAcMJO58aGghR1Z8g,5.0,0
10249,1,qcpFHSqV1nvm3AQ0bI0WNA,4.0,0
10250,4,NF0VXzYjBVQ8VNyD2cktdA,3.25,1
10251,7,zuG9udTNK0MMsZOLcYwGfg,4.43,3
10252,231,8PSUiFWz11tGdYy9xEFPZA,3.33,263
10253,5,EqZ8nOdMv4uMXxrEhfqBPA,4.0,4
10254,155,e3P8IdBPhKqYHSxM_eAZmQ,3.11,141
10255,2,t5R-7B3rI2nJE6QMVWV2kQ,5.0,1
10256,6,qb-NuV0kq_GARucKig8CAw,3.67,0
10257,6,K5UJ4s1M5-xOj_NziBw8zQ,4.25,2
10258,21,mIZvmNdOY40i_ImsCXdTZg,2.95,7
10259,11,qiDzapyypbPhtY_lzLdK6Q,4.64,12
10260,14,4IWN6WJcl64L5myjks7i5A,3.57,13
10261,1,AWWyYPPe7CsQMjjJtDwe3g,5.0,0
10262,2,n598UDPRccTIARe2stEQ5Q,2.5,3
10263,23,_UhFmYeZOzi2GTFkSUuo8A,3.91,19
10264,351,2t9wSXQ3Luadi_eW7O6Tag,3.36,1285
10265,2,cxsatjIQUqYX7oR8WwY2Hg,4.0,1
10266,2,EQOD3cQ8jPC_Rn-oqpq3QA,2.0,1
10267,6,_9ZMEO9zntJGeaLWnocN9A,4.33,3
10268,1,P9VRifMWpW3zi3adAey4Bw,2.0,5
10269,55,NsDQrxbLJ-AuNE_Kp4Izag,4.78,59
10270,1,rfPmAoskqnmhP_4C-OjopQ,4.0,0
10271,52,TTseyyWquY0dDnfW8nBxXg,3.63,99
10272,3,W4WTf4RaEmKNh4756oYZoQ,4.5,0
10273,23,DFhT3ZOTw_GB4vXU57nTlg,4.26,6
10274,15,uGsLHgjymay8x-kJJU2PrA,3.53,4
10275,130,qQns9dP75RNOWOVWI_ZKZw,3.64,169
10276,7,JiZx5B8iqZSRFbnmG1NUjQ,4.43,7
10277,2,JW0-WuURju6hHqb0pjkkZQ,4.0,0
10278,131,_6HunH7OFmUsNRCfr8oWKQ,3.1,336
10279,6,9TPNcHOHcBqJlEovdrCabw,4.17,3
10280,4,_Kb9FGYCXfK9ba6dnDBaMg,3.33,2
10281,34,c-6FgNNp6avyDgXLHX5X5Q,4.0,29
10282,5,Zo7-18OwungyqeBFKpEE7Q,3.0,3
10283,9,eJTqYwISA1_zkjpNVmjTpA,3.5,14
10284,36,zMhkzu9VXFULKQ8YCCsDVQ,3.75,45
10285,3,U0jr6zPZM-EZRN5EFej6HA,4.67,1
10286,44,e7ukY3zLpdoM_7b7okyhgw,3.91,82
10287,5,hALs9RouD-dEPDHvQ_963g,4.8,1
10288,65,pzmzWFoVIKpuYYG_b9bgJQ,3.45,28
10289,65,1q18nQbxqEYF-GOrpQE_uw,3.08,59
10290,39,o2tX9malCfRy0L6ushhp3Q,3.72,95
10291,28,JgA7_pHUf4KKWj-n9vB-8A,3.75,22
10292,8,tv1HjAn7pD3aucjV5eywqg,2.43,19
10293,10,WkxxiBwobO500AC-sYqTKQ,4.2,9
10294,1,wbZAwhYyNgxegL8QgI-roA,5.0,2
10295,9,SAPt3B0CXxM2MxkApnbWyQ,4.11,8
10296,66,4kPVOgRPApsSKJM9rFoX_Q,4.2,35
10297,3,67BmEy3DFVOFh1hnZ_91Fg,4.0,1
10298,1,Upkm242DmTDs68uhEXtJCw,4.0,0
10299,29,esDbDKH7O4c9eOj00ZzVOQ,2.97,11
10300,18,ID0U4Y5IeuEbx2Uoj1klig,3.56,9
10301,3,rg7KYOPmje2pNYIWZFNRMQ,4.0,1
10302,12,K_PpyEqAMQ5QMjcza8kvLQ,4.75,3
10303,10,EsCGZqDq6Y-_W_kKf2zX5Q,4.0,4
10304,7,KW8UmNOK5KgKaGIds00Dgg,4.57,9
10305,15,N8espxAsXtnQwrV1N6bTEg,3.73,14
10306,2,3omKs9rtEVeZu5WcJrbMSw,4.0,2
10307,7,xnM_4E1QS_5A8iH8Ij6trg,4.0,7
10308,5,rXghmXPfM8Bmzqn-v5UGgA,3.0,3
10309,2,2R6rfoAVuTEs-es6yeYrrg,5.0,6
10310,25,5RA1yMlY9ZpK3DXsW3nEMw,4.64,13
10311,15,amNYUamFs7V2pEakBLdfCQ,4.4,1
10312,8,bDdAFWvrMAINTSlC-05WWg,4.0,0
10313,11,GUpOjvuu_B0Zw4srB0-S4g,3.64,3
10314,14,uz1qbYRqpDDRQq-zAjPGfw,3.71,8
10315,2,4Z7ZaiQe4Fteo_At7pDZdg,5.0,0
10316,16,O0B1CSVV8HQBN2ruLKckdg,3.4,9
10317,15,nmLbCIsSToaOWKGF119dqA,3.79,14
10318,3,mVBK-pV0mCwugPwc5JLPLg,4.33,1
10319,1,YrRNndbWDnxSl8iP3omGbw,5.0,0
10320,33,YEnRbU0U7KpfrmJvjzqQow,3.39,37
10321,239,M6hewxDtcIiap_CBrjceOA,4.02,592
10322,21,Qbt2iSlt01Lx8lJgUrG5rQ,3.4,25
10323,4,AEBuGhObPbejMMlulLgNwQ,2.75,9
10324,2,HMlj7Ho5AP85Ler3Nun-1w,3.5,3
10325,4,Mx5Bl-VEpDcj2fRTGAJkQQ,2.5,4
10326,120,b2DKC4kC8-QeSeGZ_MF3XQ,3.53,94
10327,6,oUj51TdPBGOvn8SBKaEuLg,3.6,4
10328,9,PC7p9SsL0GLe1KXt1q06YQ,3.33,5
10329,3,d5i0bkqTMuPGzJitX-j9aA,1.0,1
10330,15,jpbXg1yKBl4FurBi5ukseQ,2.8,21
10331,36,7xQKce-j8znELrTCs_c-AA,3.39,31
10332,8,cdvKQS9-k4KXWNP8UXLKEw,4.25,6
10333,1,_Y8R8-KObMKut1yUPJ75AA,5.0,0
10334,39,96QoVG4OvT3sdeaDsoOrog,3.67,36
10335,5,F9HbpJhKDPRz8qGLqPX-8Q,2.6,8
10336,2,1CjD6VxOm7rY2y1gVLSIKA,4.0,1
10337,4,vpJpE5E0MAjrqL6PAW2Ijg,3.0,1
10338,1,rP7Vv69hDq2Rs_4xmcNrug,4.0,2
10339,1,rvVq54IMIFdJlK_lTASkhw,4.0,3
10340,23,gL5UmjTAS7AUMA5Z5AtDPA,3.83,21
10341,2,UIX8SAds68IhDVq1BAxE2w,4.0,1
10342,4,GjHXd24vZbWJbYuWlwQbDw,4.0,2
10343,11,yioa2au6MSl0inTDi1qGKw,3.4,1
10344,243,Z7p7FlOI-5d079b_zLioMw,3.76,238
10345,41,Kjib4xsesTxhv__kr-2Y2g,3.42,11
10346,2,TWrWanhB9ueePwov6XxUWQ,2.0,1
10347,5,6AEpUhBrQ6EtOssGOi1cDw,4.0,3
10348,2,V07Bl0e8MRMMx3xFC2WHXw,3.0,4
10349,4,-pkSexE7LgNo3ZXPVHrBhg,4.67,2
10350,7,j_4A9zTGaKGYXBJI5L_VmQ,4.14,4
10351,740,10O3dYXmF3R_OMcXBnTkWg,3.63,722
10352,1,hCxZYa2d6aUKlwTPm0zW5g,3.0,0
10353,51,il9SCLN9puj9yet56aWCTA,3.75,93
10354,28,QjqO6Qg3m187XHHs1cznJQ,3.61,41
10355,24,dSj6r4SGIxdRkfuJKkVTpA,3.79,17
10356,2,We7RTUVeGeqGOhhTvc2-Ug,2.5,7
10357,1,R4ev19drhZL8UKnz7_9PRg,4.0,1
10358,307,R9T9m14XvzcvNnjkMh_Qhw,3.8,688
10359,3,5CGPOxoH8CGpZk2LzIIsSw,3.67,1
10360,3,xByBAj3bAI-_wjUqU7lAQg,5.0,3
10361,4,5YGSgP2UzD1KM92A0mvS1g,2.5,3
10362,2,7BqO5Gi2obUiK28x0mq_qA,4.0,2
10363,3,fljbCXTM6t1xWG1YAnZYiA,4.33,5
10364,128,3gcWln_pMrg_Qt89BlfEUg,3.3,93
10365,33,Oq-QqFL3yl8m-GFMWBAOKg,3.91,21
10366,5,MnWT2NwEyb3dUDvtqwDevw,4.6,2
10367,4,eFIO8tYicjhQE1mGbOf0Vg,3.5,1
10368,7,lqkeLEEYYLso6nsZsce-KA,4.43,4
10369,25,2NpYVMsQeyg7rIOkSHvP6Q,4.2,57
10370,11,ChiKFYHy3sk_PK0xXpGovw,4.09,18
10371,6,qI29EDR7IT_sJ_CnKQ6dDg,3.83,6
10372,6,sFwYHxRMBuI29e989vEJkg,4.0,7
10373,14,vZ4BqZKoUnO_dzerWWcavQ,3.38,20
10374,24,8mdwU6abdhLs5z5j4FBMMQ,2.75,30
10375,15,9u6D73W4_3sCG7BhwsmCpQ,3.87,12
10376,202,qa05pUVNapADHZXpHMPMeA,3.86,289
10377,39,4BbljfMkJ3B42eCBUqtH_A,3.82,102
10378,154,1pL-KrRvHcypkMVLd0MNtQ,3.53,189
10379,9,lENedG1nXtEbrhuqBIPC9g,3.11,9
10380,6,IBJNrDjfU2dVn3fw_3taLw,3.2,5
10381,567,4BZbyy12azmRsZErsiTWwQ,3.3,416
10382,3,M-BM4F7LM3_FXlZhUB-2GA,4.33,3
10383,3,VWqr3H7Ij-jrQ4nAY2LTLQ,5.0,6
10384,16,LY9Q6sc4DtZ9ENNBv691rg,3.88,12
10385,14,QQqwJTa58HikCyyY0ZYOlA,3.5,40
10386,5,M08V3LUtH2uYS34BrHnJzg,4.0,7
10387,7,hbiPrqONErNPc6Nt4Vusrg,3.71,7
10388,21,oZaoD9JYVuV9TA1cRViDWA,3.57,17
10389,3,jkPdEz9IsoHVs6g5CA67_w,3.0,3
10390,29,yg2jbu92u93FFFCDB0bepw,4.23,41
10391,2,1hjQ8ZNCzsLUP5crQKq_Tg,2.5,1
10392,2,YJLJ7OZiIneIOMGds-qM5Q,5.0,0
10393,55,vWZsmtNF2O5W_hcBRFK3lg,3.9,67
10394,106,m506i9psiUCMByERQEC_HA,3.62,65
10395,3,naNSnPfJ667oegzJ8glVaw,5.0,2
10396,12,Y_XJPGGS88MqCUTYed14IA,2.2,9
10397,85,sfSc1frQRDIG7FeV-eZO9w,4.61,55
10398,22,NYzUTIPzT-lsmhb4npRmVg,4.68,17
10399,1,2tYWRBQDd6xSQO2ohgE7Lg,5.0,1
10400,16,NIq1KwXKmtuAK7bP2ZPrvg,4.67,7
10401,1,-AEuEOee3vpMqAftPI4ATA,1.0,2
10402,2,Qo2TwdXQs1S4jWAgpsQwig,2.5,14
10403,34,MyLTYUL1gbWXXhH-7859Kw,3.68,30
10404,36,tzqB7mMLboWeH2Y7UmId_Q,3.78,32
10405,140,4Xl9xHf0Yd3fD154C3AaDA,3.98,63
10406,83,UE1UIi95jSk5tAzOdtnjIA,4.22,106
10407,10,F9RGBmbnZgADI5FTR3XRAQ,3.6,21
10408,43,M6Wi9pKDx-W6rGgmf9GVMw,4.28,55
10409,22,UO-oal1Vpjwz_H_tIAnCyw,3.64,12
10410,4,Fq4m4hHha8WnBYi1e3dIcg,4.75,2
10411,8,qSTiKwurunzLJTIi9j8NGA,3.71,4
10412,20,cPiwumKWb_unRZL8HqO0SA,3.55,21
10413,4,YDlAD4WTn7NvtM5vRd0xjw,3.0,4
10414,1,xqt7sDpFw-jdOZVW8jnOaQ,5.0,1
10415,6,7q9_9ZNFJbFfYJblmsoNoQ,4.5,0
10416,39,FVtExBkYy4tjHTfYW2XqCg,3.74,30
10417,3,kmPKgMl5-JcsANXgXCtaLw,5.0,3
10418,15,XsBHkPbYV7rRq-a49aABjQ,3.71,11
10419,8,R1ZNzyavqUcSlhQSPV7GUA,3.38,0
10420,47,9QnSv_ORlutCyOORsJC8qA,3.26,58
10421,7,cwkK4H0O02GoeXpYZsEoJg,3.67,19
10422,1,vWh35PuX-WKbhefS6_h4RA,1.0,1
10423,1,lwZLQ4FN4tVQZlMoXYFCzA,5.0,0
10424,25,wesv2JOGalpF1OALPoyZqw,3.75,4
10425,1,JUbYpcAWf1hxTE6vrtpjJw,5.0,1
10426,11,C2L5RW-Kb3RrnGrJDX_utg,3.73,2
10427,47,3BddvFu894h9jHKneItueg,3.51,56
10428,3,QRVksk3qQ2_XNNcyYlpdDQ,3.67,7
10429,131,3c-HTCk1jSGU7NYaNgIYtA,3.95,79
10430,7,v3YjpLZ44xc9ZL6i6u_lIw,2.33,7
10431,172,OtjcLVcF1IVGAL9HJEWo8Q,3.46,175
10432,14,Pl8Z-vrOHKZaMfrYAWKDyw,3.64,7
10433,5,aj1N2B3Z3dArLHiW5c5xDQ,5.0,3
10434,170,db7t1HCsqxvwbe3kSoqtYQ,3.65,251
10435,10,_8ODJpxxVHAKrkZ8lh766w,4.2,17
10436,6,STkKe07WctjXpl7iy56cSA,4.2,17
10437,21,Qfe65uvHyyFsNVQ6pqnk9A,3.5,53
10438,136,zu2Wan0m4_KhhzQrgGnn1g,3.84,27
10439,3,vanHTBGyAxR83MpRkV3aUA,3.67,4
10440,9,zq00Z8mtGxOsJBWuR9-BRQ,4.11,2
10441,12,l10Z3-aGfOokEutif0niag,3.5,26
10442,63,EN4uD2S9DSqyu1ZReIX9bA,3.05,87
10443,2,x2CsfqP_ASBbcC1X0MC4Yg,5.0,1
10444,14,FAPbcafnZ51q0UgqPu1UAQ,4.43,3
10445,3,qi9tEgbj7_1CaqMVYz-pbg,4.0,2
10446,17,069_B_97dnFzvpDD9u8Jxg,3.18,10
10447,12,Qv_8wAXej3W1efejjh0IKw,3.58,26
10448,33,QKMJRSIuNrbb7mcJRdaAlQ,2.94,64
10449,1,7I7MyfDacxyxr7acrVXqYw,1.0,1
10450,7,NcZjIucgQm22h5CZOsG32A,1.4,7
10451,32,tdG8R6Iio2h8bUfS7Ya70w,3.62,18
10452,11,QMYURmVQVAx1t7BxIb2dXw,4.27,3
10453,7,ssq7Thhkb1sZ3r7OaQ5wLw,2.86,8
10454,3,LqBIqE-5Q4bDZQrYocPCBw,5.0,1
10455,8,KuArWzyJBuK3opwu38KvBw,3.5,1
10456,22,gcBmKY_UPYrpsn5UKZZ44g,3.68,20
10457,2,A-enoOTuU_27tEZ6qes-9A,4.5,1
10458,2,40cTP7JJlHVbZfyktP1wmg,3.0,3
10459,1,-2sGVnUcv9VXKOl3RgEG3w,5.0,0
10460,109,lm6DdEH7Vn0qx1Rw4OtudA,3.84,85
10461,153,WzbssEldqf2C5GoAKHbaxQ,4.12,206
10462,20,MvgEKRk01xlBq5FrFo7wGw,3.85,5
10463,2,4NEPSajarYSO2u4Ko3sVkg,3.0,9
10464,7,QUUR_4P5Eg60i67lBebyXw,4.67,0
10465,3,M_zzgZCs7EZGFjnNnifh1A,3.0,3
10466,2,KOJlS3Icy4ti-itRUmDE6w,5.0,5
10467,1,Wm2rIiWrL_d6kKOKVlnayw,4.0,0
10468,2,R3HE-m6b61D4xI3EdZg3mA,5.0,2
10469,17,xHDgMmpFuYPNyrZ-WS1wIg,2.47,4
10470,526,TipKplskSSMKdy5uQmYGVw,3.7,407
10471,32,FvtPughae10_YeNVisMEuQ,3.65,7
10472,3,qa3uL02VHITSkzm6xi6uow,5.0,2
10473,12,cxOLDfjjPAgu3lPuiFZB7A,4.25,26
10474,6,glaLKjNLa9uNWxqpxBNsag,2.5,4
10475,4,jyaKSlPDf5mXvAfBfKofcg,4.0,13
10476,26,6aXFIR3-1pjk8UYz9Xw9zQ,4.58,21
10477,2,lpT16r1GPfrM3GhLAv60iQ,3.0,2
10478,5,zjVOnjc7uEoDMOTepWUSMQ,4.4,4
10479,39,XjW6PHahvZrQXL3Wg3c1Mw,4.08,132
10480,88,hCKkTKakQ0XRSspZaMauxw,3.88,108
10481,1,YYOHB_aac2medzsF4MtmXw,1.0,0
10482,14,DKyDK-vruaL1lHmA6F8x9A,3.93,33
10483,8,O4nDIr51jTZKHiQ31TJFbw,3.86,7
10484,4,S7IdIhlmcP7nG2_GCZAqEA,4.0,1
10485,9,0XhbL8LBbdoJkHBeBT5XhQ,3.22,3
10486,5,pmVws_I7GS_EkbElgeNJkw,2.2,1
10487,4,15feqDjrFz2a80XpPROddA,3.25,2
10488,6,49RIGDu-A1eRPDSAs9QZtg,3.67,11
10489,22,BYv22EjZAGMRl4I1njDSSQ,3.82,21
10490,1,v2x4jTgQu6v_dQrrAvjPKw,4.0,3
10491,3,Z1NGjOdbiFvnDqDVxB3QYw,4.33,1
10492,3,ukXbRRMYn6I22UQtQ6STdg,5.0,2
10493,7,S1qO3r4m-wdIuoE-e5r8UQ,3.86,3
10494,7,JMtVmkEwSDqzVM90HI9UXw,3.71,4
10495,2,4GxKcdJ51wDNBhQ3QfaL7A,2.0,3
10496,6,BxCPxoW_1DPe-s67JJpYhA,3.5,7
10497,4,WnHKsxGi0MHWBq41LyitVg,5.0,0
10498,33,-UyNlq8TwNTY0faXlAgJOQ,4.09,12
10499,1,u4MBQ564uRZz2RAlA4zjNA,1.0,0
10500,3,zXJ0IhDQzpJXQ8mPdCqbsg,3.33,15
10501,5,l04VdigdHtESFInJlTI_pw,4.8,1
10502,100,KC3CMK7sWlqbEAwzJR4yXA,3.24,251
10503,2,q-lUEI7HVAkabL-QuzrsPw,4.0,2
10504,15,ej0PfnWbej7xKaLyJg6E-w,3.71,14
10505,27,kG0XNpPjIihErYXINk7OYA,4.07,25
10506,2,i-fll9VX9bwVbsM6qvXfrA,3.0,0
10507,32,W7Wyu4Fau5w6TKHQpmPM2A,3.47,21
10508,19,Xi_Gyht7Pqm99VZzOxrZLA,3.89,2
10509,25,ClvLkgSq1NrWBMBDVPdT7Q,4.4,51
10510,8,-UDZu8sGloFIAIeFBvqK_g,2.38,42
10511,3,T9TeXZfFc3xwVnA2EamztQ,5.0,3
10512,3,YFozos6ToKpsxNTN4DWBeQ,4.5,2
10513,7,8ByteGqSuEyfK2pGDC_BmQ,3.83,2
10514,3,7cvoULrT-Rqrjtf4-cs8Gg,4.0,8
10515,6,8w2ELjs9Nh8jJvqg3HGDiQ,4.8,1
10516,682,DFr0LYHHTokLFCSniznohQ,3.81,1868
10517,1,3Pob7iIZe9T2ZdzLVl9xPQ,4.0,2
10518,28,-lIkXIonjExHUSuYvJIyDg,3.61,24
10519,2,ruuYJhicGAsLHkN1sPbHkg,1.0,12
10520,127,Zm08wcep2F-nRTHRyR8mpw,3.94,153
10521,97,FgpukW0i4Dp239pCzE0qyA,3.51,97
10522,2,fG0p4iLFlrTUJzUny0s9rA,5.0,5
10523,509,kAHUx9Z-vwaahW5cpoUg0w,3.84,710
10524,5,r0Krs67kNYyjDPEOumwzFw,4.0,9
10525,1,F5atzmqOAqEaYU86Oil2wQ,1.0,0
10526,22,YCe8Fj4v4TmbpNj-3lX-TA,3.55,15
10527,44,jlmNqT_1rRuBrsSvuSkLrQ,4.02,15
10528,11,79MhROSJ1U8KBCupx7imRg,4.09,7
10529,1,o-sahODjdfHlgLZdkPgYlw,1.0,2
10530,5,rPScjzbwBSkOjvhZyLgbFQ,4.4,2
10531,8,C_Mu2W625yJWgswDsp_dOw,4.0,5
10532,2,icikDw7Nik41WfvnKpdViQ,4.0,4
10533,29,iFmAHzTr9CN2vRyzT5FIYA,3.12,9
10534,1,MPUEl8Bzqez4GLq-RDTcpQ,2.0,0
10535,530,GUrPmYze-oF6NFDJusiSNw,3.82,3476
10536,4,O8yJYmod34M9bJ7BARA2FQ,1.33,1
10537,3,Jt_ym6LJrXXeI9yIUb7-9A,3.33,3
10538,4,0UyQ0va4H4Tz8uVWGMKK_A,5.0,5
10539,15,IMsUuPGFQoNMeZzbhqtiCw,3.8,56
10540,3,rS2LR0niSxnQ4uCOTcSvTg,2.0,8
10541,7,mpcAMigGGn0ftA8RMucVLw,2.5,8
10542,1,DN34lwdczF175XWuhujlZw,5.0,1
10543,27,4g0BSDfFUUPuDpJcdeqmAw,4.56,77
10544,6,SATHQhltjZjJXQosLmgySQ,5.0,2
10545,18,MxeHhDzPsO9P8swTby_faA,3.38,17
10546,18,ed-100rZKT60Lnq4yWM49g,3.11,11
