,buiness_review_count,business_categories,business_city,business_id,business_stars,checkin_info
1898,171,"['Soup', 'Japanese', 'Restaurants']",Tempe,j7XuypdW_w935NhjbvKPQw,3.5,"{'10-0': 1, '19-4': 1, '12-5': 1, '11-6': 1, '17-5': 1, '15-4': 1}"
1899,118,"['Bars', 'Nightlife', 'Lounges', 'Restaurants']",Phoenix,OdD1GuGNQ64ssJmMJ_D9RQ,3.5,"{'19-0': 2, '12-3': 2, '13-4': 2, '11-4': 3, '14-1': 2, '15-1': 1, '16-1': 3, '15-3': 1, '20-2': 3, '15-4': 4, '10-5': 8, '11-0': 4, '18-1': 3, '14-2': 1, '8-5': 1, '20-1': 4, '10-1': 2, '7-3': 1, '8-0': 1, '17-1': 7, '20-4': 1, '12-5': 1, '10-3': 1, '16-0': 5, '17-4': 1, '13-3': 1, '10-0': 2, '6-1': 1, '11-5': 2, '12-2': 3, '9-5': 3, '18-4': 3, '19-2': 2, '21-2': 3, '12-4': 1, '11-2': 2, '11-3': 2, '14-3': 2, '16-3': 3, '10-4': 1, '19-1': 3, '20-0': 2, '15-0': 1, '18-2': 7, '13-6': 1, '14-6': 1, '8-3': 1, '17-0': 6, '10-6': 1, '11-1': 2, '17-3': 7, '20-3': 1, '16-4': 4, '19-3': 2, '18-0': 1, '16-2': 1, '19-4': 3, '15-2': 2, '13-1': 4, '12-0': 6}"
1900,3,"['Skin Care', 'Hair Removal', 'Makeup Artists', 'Beauty & Spas']",Paradise Valley,h-o-fNBO2ojQQvsOG7UbDQ,3.5,"{'19-0': 1, '19-2': 2, '14-1': 1, '21-2': 3, '17-1': 2, '16-1': 1, '17-5': 8, '21-4': 3, '20-5': 5, '16-3': 1, '18-5': 9, '23-5': 2, '18-1': 3, '19-1': 4, '20-0': 1, '16-5': 2, '17-6': 2, '16-4': 1, '20-4': 3, '23-4': 1, '18-2': 1, '17-2': 2, '22-5': 1, '22-4': 4, '14-6': 1, '21-0': 1, '21-5': 2, '19-5': 2, '20-2': 1, '17-3': 4, '20-3': 2, '14-5': 1, '19-3': 3, '18-0': 1, '16-2': 1, '19-4': 4, '19-6': 1, '17-4': 1, '13-0': 1, '18-4': 1, '15-5': 1}"
1901,3,"['Tires', 'Automotive']",Glendale,83zS-6jNk6-ueeo_6FJ_Qg,5.0,"{'19-2': 1, '13-5': 1, '14-5': 1, '12-4': 2, '10-2': 1, '20-2': 1, '12-5': 1, '14-3': 1, '11-1': 1, '18-6': 1, '12-6': 2, '15-5': 1, '20-0': 1, '16-5': 1, '14-4': 1, '11-6': 1, '13-0': 1, '18-2': 1}"
1902,11,"['Japanese', 'Restaurants']",Gilbert,zjBoVPJi27Ntm5neRuHGvg,4.0,"{'13-3': 1, '17-0': 1, '18-3': 1, '22-6': 1, '15-6': 1, '9-5': 1, '13-0': 1, '14-5': 1}"
1903,229,"['Bars', 'American (New)', 'Nightlife', 'Restaurants']",Phoenix,r-a-Cn9hxdEnYTtVTB5bMQ,3.5,"{'11-6': 2, '13-4': 2, '11-4': 1, '17-1': 1, '8-6': 1, '12-6': 1, '19-5': 1, '14-4': 1, '9-0': 1, '18-4': 1, '10-4': 1}"
1904,4,"['Massage', 'Beauty & Spas']",Scottsdale,vKWL_CrrNEz0ddDfBlIkKA,3.5,"{'17-4': 1, '14-3': 2, '19-5': 1, '17-0': 1, '17-3': 1}"
1905,6,"['Japanese', 'Restaurants']",Chandler,6kQlOVkE6pZVHk-TIO_SGw,3.0,"{'19-0': 1, '12-3': 1, '13-4': 5, '11-4': 1, '15-1': 1, '21-0': 1, '9-0': 3, '8-2': 7, '11-0': 3, '8-4': 4, '18-1': 1, '17-6': 2, '6-5': 1, '11-6': 1, '20-4': 2, '22-4': 1, '14-4': 1, '9-2': 3, '5-6': 1, '17-4': 4, '13-3': 1, '10-0': 2, '22-3': 2, '7-0': 3, '17-2': 1, '23-1': 1, '9-5': 2, '8-1': 5, '10-4': 2, '21-4': 3, '19-2': 1, '21-2': 3, '18-3': 3, '10-3': 3, '12-2': 2, '19-6': 1, '9-1': 1, '15-0': 3, '8-3': 4, '19-1': 4, '10-5': 5, '4-3': 2, '18-2': 2, '7-5': 1, '4-6': 1, '14-6': 3, '23-6': 1, '19-5': 4, '20-5': 3, '13-2': 3, '7-6': 1, '9-6': 1, '13-1': 2, '17-0': 2, '13-5': 5, '8-6': 3, '15-3': 4, '6-6': 2, '7-1': 3, '15-4': 2, '21-6': 1, '23-3': 1, '18-5': 6, '6-3': 1, '20-6': 2, '14-2': 1, '16-5': 2, '10-1': 1, '7-3': 6, '8-0': 7, '8-5': 1, '17-1': 3, '12-5': 4, '14-5': 2, '22-5': 2, '9-3': 1, '9-4': 5, '11-5': 4, '11-3': 1, '12-6': 4, '14-0': 2, '18-4': 3, '0-6': 2, '16-1': 2, '12-4': 4, '11-2': 2, '6-4': 2, '16-3': 1, '2-0': 2, '16-6': 1, '15-5': 6, '20-0': 1, '13-6': 4, '12-1': 3, '6-0': 1, '21-5': 3, '10-6': 1, '11-1': 1, '20-3': 3, '16-4': 2, '18-0': 1, '19-4': 6, '15-2': 1, '14-1': 3, '7-4': 8, '7-2': 10, '16-2': 3, '12-0': 3}"
1906,3,"['Landscaping', 'Home Services']",Tempe,14fTII5Rm4PIFYJ-CA4PIQ,2.5,"{'11-4': 2, '14-1': 1, '15-1': 1, '11-2': 1, '15-4': 1, '16-3': 1, '10-5': 1, '12-6': 2, '10-6': 1, '11-6': 1, '18-2': 1, '13-6': 3, '8-0': 1, '14-6': 1, '9-2': 2, '8-6': 1, '14-5': 1, '17-4': 1, '18-0': 1, '11-5': 2, '14-3': 1, '9-6': 1, '8-1': 1, '16-2': 1}"
1907,13,"['Mexican', 'Restaurants']",Phoenix,cnhUYYiRM0rAKVSZezlEVQ,2.5,"{'12-3': 2, '11-4': 1, '11-2': 1, '15-3': 1, '12-2': 1, '7-1': 1, '9-2': 1, '9-1': 1, '9-0': 1, '8-3': 2, '17-3': 1, '8-0': 1, '10-2': 1, '9-4': 3, '11-0': 1, '8-2': 1, '7-2': 1, '13-0': 1, '10-4': 1, '7-4': 1}"
1908,5,"['Post Offices', 'Public Services & Government']",Phoenix,iXQQtpxSlzFyQoE9u3w-vw,2.0,"{'19-0': 3, '19-2': 5, '13-4': 2, '19-4': 1, '12-4': 1, '17-2': 3, '21-4': 1, '20-5': 5, '16-3': 1, '18-5': 6, '16-2': 2, '19-1': 1, '20-0': 2, '17-6': 1, '20-1': 1, '23-4': 1, '18-2': 2, '17-0': 2, '17-4': 2, '18-3': 1, '16-6': 1, '21-5': 2, '20-4': 2, '19-5': 8, '20-2': 2, '20-3': 2, '14-5': 2, '19-3': 1, '18-0': 3, '18-4': 5, '12-3': 1, '19-6': 2, '23-1': 1, '12-0': 1, '13-1': 2, '18-1': 2}"
1909,3,"['Automotive', 'Gas & Service Stations']",Phoenix,aO_3R3GnxhzCf0_PsyRJ6Q,4.0,"{'16-3': 1, '7-5': 2, '11-4': 1, '7-0': 1, '12-4': 1, '8-6': 1, '5-4': 1, '6-4': 3, '9-0': 2, '12-2': 1, '10-5': 2, '8-2': 1, '14-4': 1, '23-5': 1, '10-6': 3, '4-5': 1, '9-5': 2, '11-6': 1, '20-1': 1, '7-3': 2, '13-6': 1, '9-6': 3, '8-0': 3, '8-5': 1, '6-2': 2, '6-0': 1, '10-2': 3, '10-3': 1, '5-6': 1, '8-3': 1, '14-5': 1, '19-3': 1, '4-4': 1, '7-6': 1, '11-5': 1, '11-3': 1, '12-6': 1, '5-1': 1, '8-1': 1, '7-4': 6, '10-4': 1, '0-6': 1}"
1910,3,"['Tires', 'Automotive']",Phoenix,n4N4NyNS78JUvamWttTxJw,4.5,"{'17-4': 1, '10-0': 1, '11-4': 2, '13-5': 1, '23-1': 1, '17-5': 1, '12-0': 1, '20-1': 1, '23-4': 1, '0-4': 1, '15-0': 1}"
1911,16,"['Active Life', 'Golf', 'Local Flavor']",Scottsdale,bVwBS5FQY8-JYJj0G-VHow,4.5,"{'19-0': 1, '19-4': 1, '13-4': 1, '13-5': 1, '20-0': 1, '17-1': 1, '12-5': 2, '17-5': 1, '20-5': 1, '15-0': 1, '19-3': 1, '13-3': 1, '18-1': 2, '11-5': 2, '12-4': 2, '12-6': 2, '20-4': 1, '13-6': 1, '12-0': 1}"
1912,3,"['Local Services', 'Shipping Centers']",Chandler,mk6GPRscfewPoXvzC6KnQg,2.0,"{'12-3': 1, '15-1': 1, '15-3': 2, '11-3': 3, '9-1': 1, '10-5': 1, '16-6': 1, '10-6': 1, '11-0': 1, '17-6': 1, '11-6': 2, '7-3': 1, '13-6': 1, '14-6': 1, '10-4': 2, '12-5': 1, '9-2': 1, '20-2': 1, '16-0': 1, '13-2': 1, '11-5': 1, '14-3': 1, '12-6': 1, '8-3': 1, '16-2': 1, '14-0': 1}"
1913,21,"['Mexican', 'Restaurants']",Phoenix,JobP0ghILdh8S8l-LhHHxQ,3.0,"{'17-0': 2, '11-4': 1, '14-1': 1, '18-3': 1, '21-5': 1, '17-2': 2, '17-5': 1, '20-5': 1, '20-6': 1, '18-6': 1, '19-3': 2, '16-6': 1, '0-3': 1, '15-5': 1, '7-0': 1, '19-6': 2, '19-1': 1, '20-4': 2, '22-3': 1, '18-2': 1}"
1914,7,"['Arts & Crafts', 'Shopping', 'Fabric Stores', 'Art Supplies']",Paradise Valley,KJr8lTqqStOpFzT8XD97gQ,4.0,"{'12-3': 2, '13-4': 1, '11-4': 1, '14-1': 2, '15-1': 1, '12-4': 1, '11-2': 2, '11-3': 2, '9-1': 1, '10-5': 1, '10-4': 3, '11-0': 1, '13-5': 1, '22-3': 1, '18-2': 1, '10-1': 1, '12-1': 2, '12-5': 1, '11-1': 1, '14-2': 1, '14-5': 1, '11-5': 1, '12-2': 1, '14-4': 2, '12-0': 1, '13-0': 1, '13-1': 2, '14-0': 1}"
1915,7,"['Active Life', 'Golf']",Phoenix,Dy2ppw0XH6KMkJOnZaPOdA,4.0,"{'19-0': 1, '19-2': 1, '13-4': 1, '11-4': 1, '14-1': 1, '14-0': 2, '12-4': 1, '16-1': 1, '17-5': 1, '15-2': 1, '15-4': 1, '10-5': 1, '18-5': 1, '16-6': 1, '15-5': 2, '11-0': 1, '16-5': 2, '13-5': 2, '20-4': 3, '13-6': 1, '9-6': 1, '14-6': 4, '17-1': 2, '15-6': 4, '10-3': 1, '11-1': 1, '17-3': 1, '14-5': 1, '18-0': 3, '10-0': 1, '11-5': 1, '14-3': 1, '14-4': 1, '9-5': 2, '13-0': 1, '13-1': 1, '10-6': 2}"
1916,17,"['Department Stores', 'Fashion', 'Shopping', 'Drugstores']",Scottsdale,pfE84VdyCrQ-LsdAli_g8Q,4.0,"{'12-3': 1, '22-3': 1, '15-1': 1, '8-6': 1, '5-4': 1, '1-5': 3, '4-5': 2, '18-5': 1, '6-0': 1, '23-5': 1, '19-1': 2, '20-4': 2, '10-1': 1, '4-3': 1, '18-4': 1, '17-2': 1, '9-6': 2, '14-6': 1, '23-6': 1, '22-5': 2, '0-3': 1, '6-1': 1, '12-2': 1, '12-6': 1, '0-1': 1, '13-1': 2, '9-4': 1}"
1917,6,"[""Men's Clothing"", 'Fashion', 'Shopping', 'Used, Vintage & Consignment']",Paradise Valley,gc4Rd41QgWQia_J6gWpTtA,3.5,"{'19-0': 8, '12-3': 9, '13-4': 3, '11-4': 4, '13-5': 1, '15-1': 1, '21-0': 2, '19-2': 7, '23-2': 1, '15-4': 1, '13-6': 3, '18-5': 7, '20-5': 8, '18-1': 6, '14-2': 1, '16-5': 2, '14-1': 1, '20-1': 3, '17-2': 1, '20-6': 2, '17-5': 5, '12-4': 4, '15-6': 1, '20-4': 3, '12-5': 2, '10-2': 3, '20-3': 2, '18-6': 16, '17-4': 2, '13-3': 1, '10-0': 2, '14-0': 3, '19-6': 5, '12-6': 4, '11-5': 1, '13-0': 2, '18-4': 9, '16-1': 1, '21-2': 1, '18-3': 5, '11-2': 10, '12-2': 2, '16-3': 1, '16-6': 4, '19-1': 4, '20-0': 4, '18-2': 5, '17-0': 5, '12-1': 4, '21-5': 2, '10-4': 2, '11-0': 5, '10-6': 1, '19-5': 4, '11-1': 5, '17-3': 1, '11-3': 7, '16-4': 6, '19-3': 1, '18-0': 2, '17-1': 2, '19-4': 5, '14-3': 2, '17-6': 2, '20-2': 3, '16-2': 1, '12-0': 5}"
1918,4,"['Day Spas', 'Beauty & Spas']",Queen Creek,9saZ5az_wE5fLhZU3-xIOA,2.5,"{'12-3': 2, '13-4': 2, '11-4': 4, '14-1': 1, '15-3': 2, '17-2': 4, '18-5': 3, '18-1': 4, '17-5': 1, '17-6': 2, '20-1': 2, '19-3': 4, '12-4': 3, '15-6': 1, '20-4': 1, '10-3': 1, '16-0': 1, '18-6': 1, '17-4': 3, '13-3': 4, '10-0': 2, '12-2': 5, '12-6': 4, '13-0': 3, '18-4': 5, '13-5': 1, '18-3': 2, '11-2': 2, '11-3': 2, '16-3': 1, '16-6': 2, '19-1': 2, '18-2': 1, '12-1': 3, '21-5': 1, '10-6': 1, '19-5': 2, '11-1': 2, '17-3': 2, '20-3': 2, '16-4': 2, '13-2': 2, '17-1': 4, '19-4': 3, '15-2': 1, '20-2': 1, '12-0': 4}"
1919,6,"['Active Life', 'Golf']",Glendale,Ci5H9Gx9iXDA6vYjkOq0eg,3.5,"{'10-5': 1, '15-5': 1, '10-3': 1}"
1920,109,"['Korean', 'Restaurants']",Chandler,_CG5zJAoNN6gszjhSyUcww,4.0,"{'12-3': 1, '19-0': 1, '13-4': 3, '11-4': 2, '14-1': 4, '15-1': 1, '21-0': 2, '15-3': 1, '17-5': 4, '16-5': 9, '15-4': 5, '19-1': 2, '10-5': 1, '18-5': 6, '20-5': 5, '17-0': 2, '14-2': 3, '17-6': 8, '12-4': 2, '13-5': 6, '18-6': 6, '20-4': 3, '21-3': 1, '17-2': 2, '13-2': 2, '22-4': 3, '11-6': 3, '17-1': 2, '21-6': 3, '15-6': 15, '12-5': 3, '10-2': 1, '22-0': 1, '14-5': 6, '22-5': 1, '13-3': 1, '10-0': 1, '9-4': 1, '23-3': 2, '19-6': 4, '14-4': 5, '21-1': 2, '13-0': 5, '18-4': 4, '0-6': 1, '21-4': 4, '21-5': 4, '11-5': 5, '18-3': 1, '11-2': 6, '15-2': 1, '9-1': 6, '15-0': 2, '23-1': 1, '23-5': 1, '9-0': 2, '15-5': 7, '11-0': 1, '22-6': 2, '22-3': 1, '18-2': 3, '13-6': 10, '14-6': 9, '12-6': 10, '16-6': 12, '16-0': 1, '10-6': 2, '19-5': 6, '11-1': 4, '17-3': 2, '20-6': 1, '16-4': 6, '19-3': 2, '18-0': 6, '16-2': 2, '19-4': 6, '14-3': 1, '9-6': 1, '12-0': 4, '17-4': 7, '20-2': 2, '13-1': 1, '18-1': 3}"
1921,9,"['American (New)', 'Restaurants']",Mesa,sRhfzx8P_VAdmofWMSPD3A,4.0,"{'12-3': 1, '13-5': 1, '15-1': 2, '17-2': 1, '15-4': 3, '21-6': 1, '18-1': 2, '16-5': 4, '0-2': 1, '11-6': 2, '20-4': 5, '22-4': 2, '18-3': 1, '15-6': 1, '20-1': 1, '12-5': 2, '10-2': 1, '22-0': 2, '17-4': 5, '12-2': 1, '12-6': 1, '18-4': 4, '0-6': 1, '21-4': 2, '16-1': 4, '17-1': 1, '11-2': 1, '11-3': 1, '16-3': 2, '16-6': 5, '23-5': 1, '19-1': 1, '11-0': 1, '13-6': 1, '14-6': 3, '21-5': 2, '19-5': 2, '17-3': 1, '20-6': 1, '16-4': 3, '19-3': 1, '7-6': 1, '13-1': 1, '19-4': 2, '15-2': 1, '16-2': 3, '15-5': 3}"
1922,6,['Restaurants'],Tempe,LEWwr5Qu2NKKv4t2BvtA6A,3.0,"{'18-5': 2, '3-4': 1, '12-1': 1, '21-2': 1, '17-5': 1, '20-3': 1, '16-3': 1, '17-4': 1, '18-0': 1, '23-5': 1, '1-1': 2, '0-3': 1, '19-1': 2, '11-5': 1, '14-6': 1, '17-6': 1, '11-6': 1, '18-4': 1, '18-2': 1}"
1923,13,"['American (Traditional)', 'Restaurants']",Chandler,U_aP0IJdn36wYwpiCtQCag,2.5,"{'12-3': 6, '13-4': 1, '11-4': 4, '15-1': 1, '12-4': 8, '11-2': 2, '11-3': 2, '10-5': 1, '18-5': 1, '10-4': 1, '11-0': 2, '10-1': 2, '12-1': 2, '10-2': 4, '12-5': 1, '10-3': 1, '11-1': 3, '13-2': 4, '13-3': 1, '10-0': 1, '12-2': 2, '13-0': 2, '12-0': 2}"
1924,4,"[""Women's Clothing"", 'Fashion', 'Shopping']",Scottsdale,eCr9i8VDpry4UdlzRCT7tQ,4.5,"{'11-5': 1, '12-4': 1, '8-6': 1, '11-3': 1, '10-5': 2, '10-4': 2, '19-4': 2, '19-1': 2, '16-5': 1, '22-6': 2, '6-5': 1, '11-6': 2, '21-2': 1, '22-5': 2, '10-2': 1, '10-6': 1, '9-2': 1, '17-3': 1, '20-5': 1, '19-3': 2, '7-0': 1, '15-2': 1, '18-2': 1, '7-4': 1}"
1925,3,"['Electronics', 'Shopping']",Chandler,sh3kl5sfAhUwx6MlGNsftA,3.5,"{'12-3': 5, '16-1': 2, '13-4': 3, '11-4': 7, '14-1': 1, '15-1': 1, '16-3': 1, '11-2': 9, '15-3': 1, '11-3': 4, '12-2': 10, '15-0': 1, '11-0': 5, '10-4': 1, '17-0': 1, '14-2': 2, '16-5': 1, '18-6': 1, '10-1': 4, '13-2': 4, '12-1': 2, '17-1': 4, '10-2': 1, '10-3': 5, '11-1': 1, '16-0': 1, '16-4': 3, '17-4': 1, '13-3': 3, '10-0': 1, '16-2': 3, '14-0': 2, '14-3': 1, '14-4': 1, '13-0': 6, '13-1': 1, '12-0': 6}"
1926,135,"['Bakeries', 'Food', 'Breakfast & Brunch', 'Sandwiches', 'Restaurants']",Phoenix,mQfT3JYu18HN22DVylcE7A,4.5,"{'19-0': 1, '13-4': 3, '11-4': 2, '14-1': 1, '15-1': 2, '19-2': 4, '9-3': 1, '20-2': 1, '7-5': 1, '7-1': 2, '15-4': 1, '21-6': 1, '10-5': 5, '18-5': 1, '20-5': 1, '18-1': 7, '17-0': 5, '14-2': 1, '17-6': 4, '13-5': 2, '11-6': 1, '20-1': 1, '23-1': 1, '8-5': 3, '17-1': 4, '7-6': 1, '15-6': 5, '12-5': 3, '8-6': 2, '16-0': 5, '14-5': 1, '17-4': 3, '11-5': 6, '17-2': 4, '12-6': 2, '9-5': 2, '8-1': 1, '13-0': 2, '18-4': 2, '21-4': 2, '16-1': 2, '7-0': 1, '18-3': 4, '11-2': 1, '11-3': 1, '16-6': 5, '19-1': 2, '20-0': 1, '16-5': 1, '18-2': 3, '13-6': 7, '14-6': 2, '11-0': 1, '10-6': 2, '19-5': 1, '17-5': 3, '17-3': 2, '20-3': 1, '16-4': 2, '18-0': 6, '16-2': 1, '0-0': 1, '14-3': 1, '9-6': 2, '9-2': 1, '12-0': 1, '7-2': 1, '18-6': 1, '13-1': 2, '15-5': 5}"
1927,10,"['Beauty & Spas', 'Nail Salons']",Phoenix,FlZZa01VsiyGy5AFRRhCtw,3.0,"{'19-0': 11, '12-3': 17, '13-4': 8, '11-4': 13, '15-1': 2, '21-0': 3, '17-5': 31, '11-0': 9, '18-1': 12, '17-6': 3, '14-5': 18, '20-4': 34, '23-4': 1, '22-4': 9, '14-4': 8, '22-0': 1, '17-4': 33, '13-3': 6, '10-0': 1, '8-1': 1, '21-4': 18, '19-2': 24, '14-0': 4, '21-2': 4, '18-3': 26, '10-3': 2, '11-3': 9, '9-0': 1, '10-4': 2, '16-0': 1, '19-1': 13, '18-2': 20, '23-6': 1, '19-5': 40, '17-3': 35, '20-5': 34, '8-0': 1, '7-6': 1, '21-3': 4, '14-3': 3, '9-6': 1, '13-1': 6, '13-5': 14, '15-3': 4, '17-2': 21, '15-4': 7, '13-6': 1, '18-5': 31, '17-0': 8, '14-2': 5, '16-5': 26, '20-1': 9, '13-2': 5, '17-1': 9, '18-0': 28, '15-6': 1, '12-5': 17, '1-4': 1, '18-6': 1, '22-5': 4, '9-4': 1, '11-5': 9, '19-6': 3, '12-6': 1, '21-1': 1, '13-0': 9, '18-4': 37, '16-1': 12, '12-4': 20, '11-2': 6, '5-4': 1, '11-1': 12, '12-2': 9, '16-3': 8, '16-6': 2, '15-5': 10, '20-0': 2, '15-0': 5, '10-1': 3, '12-1': 11, '22-2': 2, '21-5': 16, '20-2': 8, '20-3': 14, '16-4': 14, '19-3': 16, '10-2': 5, '23-5': 1, '19-4': 37, '15-2': 3, '14-1': 5, '16-2': 5, '12-0': 10}"
1928,3,"['Food', 'Ice Cream & Frozen Yogurt']",Phoenix,AoCIswBSDMPvTsmvT3QJUA,3.5,"{'11-4': 3, '13-5': 1, '21-0': 1, '11-1': 1, '15-4': 2, '21-6': 1, '10-5': 1, '18-5': 1, '6-3': 1, '18-1': 1, '14-2': 1, '16-5': 4, '17-6': 4, '11-6': 1, '19-3': 1, '14-4': 1, '12-4': 2, '12-5': 2, '16-0': 2, '14-5': 2, '17-4': 3, '11-5': 2, '19-6': 1, '12-6': 1, '21-1': 2, '19-2': 2, '20-2': 2, '14-0': 1, '18-3': 1, '12-2': 1, '16-3': 1, '16-6': 2, '19-1': 1, '11-0': 1, '18-2': 3, '13-6': 1, '14-6': 3, '21-5': 1, '19-5': 1, '17-5': 1, '17-3': 1, '13-2': 2, '15-2': 1, '18-6': 1, '16-2': 1, '17-0': 1}"
1929,3,"['American (New)', 'Restaurants']",Phoenix,1hcGT6I1vAIH_pZuyud0HQ,2.0,"{'19-0': 1, '12-3': 2, '13-4': 2, '11-4': 2, '13-5': 1, '8-6': 5, '9-3': 2, '17-2': 1, '8-3': 2, '9-0': 1, '10-5': 1, '8-5': 1, '8-4': 2, '20-5': 2, '16-5': 1, '11-6': 4, '20-4': 2, '8-0': 1, '14-4': 1, '15-6': 1, '12-5': 1, '9-2': 1, '22-0': 1, '18-6': 1, '17-4': 1, '10-0': 1, '9-4': 3, '11-5': 3, '10-2': 2, '12-6': 5, '9-5': 2, '8-1': 2, '13-0': 2, '18-4': 1, '21-4': 1, '7-0': 1, '17-1': 1, '11-2': 1, '12-2': 3, '6-4': 2, '9-1': 1, '15-0': 1, '10-4': 1, '10-6': 5, '16-3': 1, '18-2': 1, '13-6': 2, '10-3': 1, '14-6': 1, '12-1': 2, '16-6': 1, '11-1': 1, '20-3': 1, '16-4': 2, '19-3': 1, '7-6': 1, '19-4': 2, '14-3': 1, '9-6': 4, '7-4': 1, '7-2': 2, '12-0': 2}"
1930,7,"['Greek', 'American (New)', 'Mediterranean', 'Restaurants']",Phoenix,6xDQaprsX-GMl6umXeILPw,3.5,"{'18-5': 1, '12-2': 1, '14-2': 1, '11-5': 1}"
1931,9,"['Food', 'Juice Bars & Smoothies']",Tempe,8SgxmzOgLUCnkuVMs2NOrQ,3.5,"{'12-2': 1, '13-4': 2, '13-5': 1, '15-1': 1, '22-2': 1, '21-5': 1, '17-2': 1, '12-5': 1, '11-1': 1, '11-3': 1, '16-3': 1, '11-0': 2, '15-5': 1, '7-3': 1, '19-4': 1, '19-6': 1, '11-5': 1, '13-1': 1, '7-4': 1}"
1932,4,"['Event Planning & Services', 'Restaurants', 'Caterers', 'Pizza', 'Italian']",Phoenix,M4KIUu3-lAvD1xeWue7_OA,3.0,"{'12-3': 20, '13-4': 6, '11-4': 35, '13-5': 13, '15-3': 1, '11-1': 6, '9-0': 1, '8-2': 1, '14-2': 1, '16-5': 1, '11-6': 19, '13-2': 11, '14-4': 2, '15-6': 1, '12-5': 17, '9-2': 1, '16-0': 1, '14-5': 11, '17-4': 1, '13-3': 4, '9-3': 1, '10-0': 8, '9-4': 1, '11-5': 14, '12-2': 9, '12-6': 11, '9-5': 12, '13-0': 2, '13-6': 5, '14-0': 1, '12-4': 25, '11-2': 7, '11-3': 4, '8-3': 2, '15-5': 2, '11-0': 20, '10-5': 16, '10-1': 3, '10-3': 6, '14-6': 5, '12-1': 9, '10-4': 5, '17-5': 1, '10-6': 7, '8-0': 2, '10-2': 3, '9-6': 5, '12-0': 27, '7-2': 1, '13-1': 3, '7-4': 1}"
1933,4,"['American (Traditional)', 'Fast Food', 'Restaurants']",Mesa,GoEHXcq_nY4jZOx3Ay5gxw,1.5,"{'19-0': 3, '12-3': 2, '13-4': 1, '21-0': 1, '16-1': 1, '20-2': 2, '20-5': 1, '10-5': 3, '18-5': 2, '20-3': 1, '16-5': 3, '11-6': 1, '23-0': 5, '23-4': 2, '21-2': 5, '17-2': 1, '17-4': 3, '22-4': 2, '18-3': 1, '1-3': 2, '12-5': 1, '22-0': 2, '14-5': 1, '22-5': 2, '17-1': 3, '22-1': 1, '23-3': 1, '19-6': 2, '12-6': 4, '21-1': 1, '18-4': 1, '19-2': 1, '14-0': 1, '12-4': 1, '16-6': 1, '16-0': 1, '15-5': 1, '20-0': 2, '22-6': 4, '21-3': 3, '22-3': 1, '18-2': 4, '14-6': 2, '12-1': 2, '22-2': 2, '21-5': 1, '23-6': 2, '23-2': 2, '17-3': 1, '0-5': 1, '19-3': 2, '18-0': 1, '0-3': 4, '19-4': 1, '0-1': 3, '18-6': 1, '0-4': 2, '19-1': 1}"
1934,86,"['American (Traditional)', 'American (New)', 'Restaurants']",Phoenix,supigcPNO9IKo6olaTNV-g,3.0,"{'7-5': 1, '9-2': 1, '14-1': 1, '15-1': 1, '12-4': 1, '10-3': 1, '15-3': 1, '7-1': 2, '6-4': 1, '9-1': 1, '15-4': 1, '12-2': 1, '15-0': 1, '10-5': 1, '6-3': 1, '8-4': 1, '8-2': 1, '6-5': 3, '8-5': 3, '7-3': 3, '10-1': 1, '6-2': 1, '8-3': 2, '15-6': 1, '19-5': 1, '11-1': 1, '17-3': 1, '8-0': 1, '9-3': 1, '10-2': 1, '9-4': 2, '19-4': 2, '11-5': 2, '13-1': 1, '7-4': 1}"
1935,5,"['Real Estate', 'Real Estate Services', 'Home Services', 'Real Estate Agents']",Phoenix,stidP8I8uld0nh63ux2-qA,5.0,"{'19-0': 1, '19-2': 2, '14-1': 1, '15-1': 1, '17-1': 5, '16-1': 3, '15-3': 2, '17-2': 4, '9-1': 1, '15-4': 1, '15-0': 1, '10-5': 1, '10-4': 1, '19-1': 1, '9-5': 1, '6-5': 1, '16-3': 3, '18-2': 1, '17-0': 3, '17-3': 4, '18-0': 2, '16-2': 3, '14-0': 3, '14-3': 1, '14-4': 2, '5-1': 1, '11-5': 1, '7-2': 1, '13-1': 2, '18-1': 2}"
1936,101,"['Thai', 'Restaurants']",Phoenix,wct7rZKyZqZftzmAU-vhWQ,3.5,"{'12-3': 1, '13-4': 1, '13-5': 2, '18-3': 3, '11-2': 3, '15-3': 1, '9-1': 2, '8-3': 1, '15-5': 1, '11-0': 1, '11-6': 2, '13-6': 1, '10-3': 1, '14-4': 1, '16-6': 1, '21-5': 1, '12-5': 2, '10-2': 1, '17-5': 1, '13-2': 1, '15-6': 5, '14-0': 1, '12-6': 1, '13-1': 1}"
1937,83,"['Arts & Entertainment', 'Music Venues', 'Bars', 'Dive Bars', 'Nightlife', 'American (New)', 'Restaurants']",Tempe,q9_N4b26UhGAYicjueUinQ,4.0,"{'13-6': 2, '13-5': 1, '11-5': 1, '12-6': 1, '14-1': 1, '9-1': 1}"
